"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2014,"6/29/2014 5:00","CORROSION","INTERNAL",298,46.13,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",5.73,300000,65000,0,1200000,0,0,1565000
2010,"4/27/2010 14:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,40,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",82,5754,25,0,0,72409,0,78188
2012,"6/19/2012 14:50","CORROSION","INTERNAL",250,100,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",0,0,0,0,130000,0,0,130000
2010,"4/28/2010 12:55","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,12000,30,5000,0,15000,0,32030
2010,"4/29/2010 9:55","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",770,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",52.52,43500,50127,0,0,0,0,93627
2010,"4/29/2010 17:20","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,2007,21600,0,23607
2010,"4/30/2010 7:00","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0.05,5,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,0,0,1800,1800
2010,"5/4/2010 22:10","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,130,0,13245,0,5000,18375
2010,"11/1/2010 14:55","CORROSION","EXTERNAL",241,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",113.08,244000,6358,0,0,0,0,250358
2010,"5/10/2010 8:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6,100,0,0,0,5000,0,5100
2013,"1/24/2013 16:45","CORROSION","INTERNAL",230,65.71,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,20000,21275,500,16400,604592,71901,734668
2010,"5/12/2010 10:10","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.53,100,"ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","NO","NO","NO",0,0,23,0,0,0,800,823
2010,"5/16/2010 0:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.33,0,425,0,700,10000,250,11375
2010,"5/16/2010 2:30","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,679337,0,0,700000,0,500000,1879337
2010,"5/16/2010 6:45","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,33.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,3500,75,3500,6500,8000,2000,23575
2010,"5/16/2010 14:50","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",1,7.69,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,3500,72,0,0,190639,375,194586
2010,"5/17/2010 7:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.5,0.71,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,1360,40,0,0,0,0,1400
2010,"5/19/2010 10:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2685,67,0,2000,2116,0,6868
2010,"5/19/2010 14:08","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.36,94.74,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,1000,50,0,19000,0,0,20050
2015,"7/22/2015 11:00","CORROSION","INTERNAL",208,78.79,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,27720,0,0,267152,0,294872
2011,"3/30/2011 15:35","CORROSION","EXTERNAL",205,89.91,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",52.42,30000,33516,0,65000,90000,0,218516
2016,"8/9/2016 13:30","CORROSION","EXTERNAL",203,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",369.18,325000,51640,0,0,5000,0,381640
2010,"5/20/2010 17:30","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,233000,800,0,99257,720000,0,1053057
2010,"5/21/2010 13:45","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.11,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",139,2500,8,0,155000,50000,0,207508
2015,"4/8/2015 10:10","CORROSION","INTERNAL",190,47.5,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",11.9,15000,20000,0,5000,500000,0,540000
2010,"5/24/2010 9:15","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,500,25000,0,25500
2010,"5/25/2010 11:00","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",1119,43.37,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",77.67,27000000,238000,0,1700000,0,0,28938000
2010,"5/26/2010 19:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",4.1,87.23,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0.5,1000,566,0,3500,0,0,5066
2010,"5/27/2010 3:50","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.31,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",8.5,2720,1500,0,1000,0,0,5220
2010,"5/27/2010 8:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",5,50,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,6000,1000,0,3500,1200,0,11700
2014,"4/25/2014 10:45","CORROSION","INTERNAL",177,44.25,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,35000,6545,50000,2500000,500000,250000,3341545
2010,"5/27/2010 13:40","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",7.63,1500,65,0,3000,200,0,4765
2010,"5/27/2010 15:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,500,71,0,0,0,4429,5000
2010,"5/29/2010 12:34","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1120,52.81,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",97.63,275000,267246,45000,278000,1100000,0,1965246
2010,"5/29/2010 14:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.25,12.5,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,150,0,0,0,0,150
2010,"5/29/2010 17:15","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.92,0,12000,0,30000,21000,8000,71000
2013,"5/18/2013 14:00","CORROSION","INTERNAL",175,7.79,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,754000,30000,0,5600000,7460274,0,13844274
2014,"4/15/2014 23:05","CORROSION","EXTERNAL",173,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",2.75,30000,15985,0,2000,200000,0,247985
2010,"6/1/2010 12:45","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",199.23,150,0,0,0,0,0,150
2014,"1/22/2014 16:40","CORROSION","EXTERNAL",133,33.25,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",58.33,86611,14356,5000,50000,222401,0,378368
2010,"6/3/2010 20:21","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",11,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",18.9,1500,199,0,155,0,0,1854
2010,"6/4/2010 11:25","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",1.9,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",5.08,3000,141,0,7600,0,3000,13741
2010,"6/5/2010 10:30","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",9.23,88506,252,10000,2000,50000,0,150758
2010,"6/7/2010 8:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",79.48,4700,70,0,300,1000,4000,10070
2010,"6/7/2010 12:50","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",17.38,0,10,0,145736,141318,0,287064
2010,"6/8/2010 10:13","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",10.7,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",3.77,0,784,0,0,0,0,784
2010,"6/8/2010 15:45","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",28.08,8000,0,0,9000,313000,0,330000
2010,"6/8/2010 15:50","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.01,0.33,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",48.92,61269,0,0,15000,0,0,76269
2010,"6/9/2010 8:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",9.52,87.9,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,885,0,0,25000,0,26885
2010,"6/9/2010 22:47","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",3,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",35.97,1445,0,0,5613,9476,0,16534
2010,"6/10/2010 4:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.5,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2500,36,0,0,0,0,2536
2012,"7/23/2012 20:00","CORROSION","INTERNAL",132,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2000000,13980,0,200000,4000000,0,6213980
2015,"2/11/2015 16:45","CORROSION","INTERNAL",125,62.5,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",23.75,20000,1300,0,0,248040,0,269340
2010,"6/12/2010 7:42","OTHER OUTSIDE FORCE DAMAGE","ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY",22,2.75,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",217.38,153554,0,0,18423499,13656687,0,32233740
2010,"6/12/2010 12:34","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2,33.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,5000,480,0,3000,700,1000,10180
2010,"6/14/2010 4:26","ALL OTHER CAUSES","MISCELLANEOUS",0.88,88,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,0,50,0,0,11548,11598
2010,"6/14/2010 13:34","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",5,16.67,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,10000,375,0,5000,30000,0,45375
2010,"6/16/2010 9:00","ALL OTHER CAUSES","MISCELLANEOUS",0.19,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,0,0,0,0,0,0
2010,"6/16/2010 11:35","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.14,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",7.92,1000,11,0,2000,2000,0,5011
2010,"6/23/2010 12:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,250,167,0,5000,25000,0,30417
2010,"6/23/2010 12:08","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.24,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",11.38,75000,30,0,4000,0,0,79030
2010,"6/23/2010 12:09","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",4.23,0,346,0,42451,0,0,42797
2010,"8/17/2010 9:48","CORROSION","EXTERNAL",121,13.15,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",883.95,5277000,37000,1740000,1800000,4330000,0,13184000
2012,"1/6/2012 9:15","CORROSION","INTERNAL",117,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",28.75,35000,11466,0,5000,38156,0,89622
2011,"5/14/2011 15:40","CORROSION","EXTERNAL",100,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",314.83,549459,7140,20000,15000,129589,0,721188
2010,"6/30/2010 18:45","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,8000,152,5000,0,55000,0,68152
2010,"7/2/2010 10:15","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,14000,0,0,45000,78000,0,137000
2010,"7/2/2010 14:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.52,100,"OFFSHORE",NA,"CRUDE OIL","NO","NO","NO",0,83264,60,0,953616,0,0,1036940
2012,"2/14/2012 13:20","CORROSION","INTERNAL",100,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO",NA,0,0,10000,0,20000,45000,0,75000
2010,"7/5/2010 10:40","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",3104,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","YES","YES",121,345058,130124,0,49093,0,0,524275
2015,"1/8/2015 12:50","CORROSION","INTERNAL",100,33.33,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",86.12,11250,15000,0,250000,130000,0,406250
2010,"7/6/2010 9:45","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.5,14.29,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6,0,280,0,2000,0,0,2280
2010,"7/7/2010 12:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1.5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",30,6000,250,0,0,0,0,6250
2010,"7/8/2010 15:20","ALL OTHER CAUSES","MISCELLANEOUS",7.52,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",96.67,173000,75917,0,12400,0,0,261317
2015,"7/20/2015 7:45","CORROSION","INTERNAL",100,25,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",29.75,55000,7250,0,20000,100000,0,182250
2010,"8/22/2010 19:00","CORROSION","INTERNAL",98,98,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,6860,0,46829,344350,0,398039
2010,"7/12/2010 13:30","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,300,0,0,5000,0,0,5300
2010,"7/14/2010 12:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,49,0,0,0,0,49
2010,"7/14/2010 13:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",33.8,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,1294,0,0,0,0,1294
2010,"7/14/2010 13:40","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,30,0,25000,928,0,25958
2013,"12/28/2013 9:30","CORROSION","INTERNAL",97,70.29,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,5535,9312,0,1200,320000,0,336047
2010,"7/14/2010 23:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.11,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.67,15,25,0,120,0,0,160
2010,"7/17/2010 11:37","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",5.47,7215,75,0,14114,0,0,21404
2010,"7/17/2010 20:30","NATURAL FORCE DAMAGE","TEMPERATURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",7,2000,300,0,5000,20000,0,27300
2010,"7/19/2010 20:44","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",10.62,400,100,0,35000,14000,0,49500
2010,"7/21/2010 13:02","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.2,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,15,66,0,120,0,0,201
2010,"7/23/2010 14:05","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,113311,50,2500,41800,5000,500,163161
2010,"7/25/2010 17:58","MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",1837,9.15,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",1510.77,3000000,126118,23000000,177000000,635000000,2400000,840526118
2010,"7/26/2010 14:20","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.6,6,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,48,0,24904,0,0,24952
2015,"5/4/2015 4:11","CORROSION","EXTERNAL",88,4.73,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",421.4,20000,98528,120000,2462404,0,0,2700932
2010,"7/28/2010 7:45","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",9.75,0,0,0,3500,14852,0,18352
2010,"7/29/2010 9:40","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.03,10,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,300,23,0,0,200,0,523
2010,"7/29/2010 13:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,50000,5600,0,84000,690400,0,830000
2012,"1/31/2012 11:45","CORROSION","EXTERNAL",87,40.47,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",4085.67,11614000,11000,0,4125000,200000,0,15950000
2016,"3/27/2016 8:50","CORROSION","EXTERNAL",83,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",54.75,15000,1500,1000,0,0,0,17500
2010,"8/2/2010 20:35","NATURAL FORCE DAMAGE","LIGHTNING",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",665.42,0,17,0,550,0,0,567
2010,"8/3/2010 16:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,1171,38,0,0,0,0,1209
2010,"8/5/2010 1:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",13,1000,0,0,0,0,0,1000
2010,"8/5/2010 14:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",23.78,6709,79,0,3790,10660,0,21238
2014,"4/8/2014 10:25","CORROSION","EXTERNAL",80,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",44.87,1000,10080,210395,1589,0,0,223064
2010,"8/5/2010 19:38","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",37.28,80000,30300,0,45000,85000,0,240300
2010,"8/9/2010 8:35","ALL OTHER CAUSES","MISCELLANEOUS",0.37,100,"ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","NO","NO","NO",0,0,0,0,600,0,0,600
2010,"8/11/2010 8:41","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",23.32,6750,240,0,1500,1100,0,9590
2010,"8/11/2010 11:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",59.5,20000,43,0,0,200,0,20243
2010,"8/12/2010 17:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,220000,25600,0,50000,0,0,295600
2011,"2/14/2011 14:45","CORROSION","INTERNAL",58,74.36,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.75,13895,4713,0,6500,41913,0,67021
2011,"11/16/2011 11:20","CORROSION","INTERNAL",55,39.29,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,37731,5225,0,10000,58695,0,111651
2012,"10/19/2012 1:45","CORROSION","INTERNAL",55,7.66,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO",NA,0,4000,5400,0,0,67000,6300,82700
2010,"8/18/2010 17:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",2,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1.42,15,38,0,120,0,0,173
2010,"8/19/2010 8:30","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,18,0,5000,28000,0,33018
2011,"2/17/2011 15:59","CORROSION","EXTERNAL",50,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",213.52,100000,4905,25000,12000,15000,0,156905
